chr1	x1	x2	chr2	y1	y2	color	o	e_bl	e_donut	e_h	e_v	fdr_bl	fdr_donut	fdr_h	fdr_v	num_collapsed	centroid1	centroid2	radius
2	192730000	192740000	2	193020000	193030000	255,255,0	84	35.1907	37.44	39.6182	48.5043	7.83782015398e-07	7.06813480234e-07	0.0022003764132	0.00221466953979	1	192735000	193025000	0
2	216310000	216320000	2	216790000	216800000	255,255,0	84	41.5408	35.8753	39.3061	44.4471	0.0014842219775	7.06813480234e-07	0.0022003764132	0.00221466953979	4	216320000	216790000	7071.06781187
1	111760000	111770000	1	112140000	112150000	255,255,0	84	27.706	33.5533	43.3243	32.4098	4.94613673842e-11	7.06813480234e-07	0.0022003764132	1.38973824341e-06	3	111755000	112145000	10000.0
1	212840000	212850000	1	213160000	213170000	255,255,0	84	39.5652	37.9498	38.6668	44.7097	0.0014842219775	7.06813480234e-07	1.26727860111e-06	0.00221466953979	1	212845000	213165000	0
20	23420000	23430000	20	23580000	23590000	255,255,0	83	32.4489	31.7036	39.1666	35.3836	1.52512506773e-06	1.38383292046e-06	0.00341435657654	2.66895088333e-06	3	23421666	23588333	7453.559925
19	10520000	10530000	19	10670000	10680000	255,255,0	83	48.7591	43.2747	45.4238	48.7304	0.0023009213986	0.00241167895685	0.00341435657654	0.00342426498939	1	10525000	10675000	0
19	46780000	46790000	19	46990000	47000000	255,255,0	83	34.91	36.0164	40.0705	45.2456	1.52512506773e-06	1.38383292046e-06	0.00341435657654	0.00342426498939	1	46785000	46995000	0
18	2330000	2340000	18	2530000	2540000	255,255,0	83	35.8924	34.4146	39.9217	43.3622	1.52512506773e-06	1.38383292046e-06	0.00341435657654	0.00342426498939	4	2337500	2542500	12747.548784
18	77440000	77450000	18	77710000	77720000	255,255,0	83	44.4729	37.7818	43.4846	37.8415	0.0023009213986	1.38383292046e-06	0.00341435657654	2.66895088333e-06	1	77445000	77715000	0
17	21180000	21190000	17	21350000	21360000	255,255,0	83	35.1384	36.0412	36.037	42.9906	1.52512506773e-06	1.38383292046e-06	2.43194518893e-06	0.00342426498939	2	21185000	21360000	5000.0
17	28130000	28140000	17	28420000	28430000	255,255,0	83	44.5807	36.2891	43.4037	39.0496	0.0023009213986	1.38383292046e-06	0.00341435657654	0.00342426498939	2	28135000	28420000	5000.0
17	32860000	32870000	17	33440000	33450000	255,255,0	83	22.4443	25.5219	28.9889	37.5251	1.35593968224e-15	1.03142078373e-10	1.85567069458e-10	2.66895088333e-06	3	32868333	33441666	7453.559925
17	73110000	73120000	17	73400000	73410000	255,255,0	83	33.5654	36.3113	34.7246	48.7909	1.52512506773e-06	1.38383292046e-06	2.43194518893e-06	0.00342426498939	1	73115000	73405000	0
16	9740000	9750000	16	10260000	10270000	255,255,0	83	42.6347	42.4579	47.691	45.5655	0.0023009213986	0.00241167895685	0.00341435657654	0.00342426498939	3	9741666	10271666	7453.559925
16	24050000	24060000	16	24260000	24270000	255,255,0	83	37.7616	30.3294	36.3555	30.5741	1.52512506773e-06	1.03142078373e-10	2.43194518893e-06	2.22851922277e-10	2	24065000	24270000	11180.3398875
15	76480000	76490000	15	77160000	77170000	255,255,0	83	45.7602	35.8589	37.8076	43.3742	0.0023009213986	1.38383292046e-06	2.43194518893e-06	0.00342426498939	1	76485000	77165000	0
14	71780000	71790000	14	72210000	72220000	255,255,0	83	35.0599	37.6483	42.0533	40.8803	1.52512506773e-06	1.38383292046e-06	0.00341435657654	0.00342426498939	2	71780000	72215000	5000.0
13	21060000	21070000	13	21490000	21500000	255,255,0	83	30.3953	24.5484	31.1597	29.7249	1.21289599603e-10	1.35368588484e-15	2.43194518893e-06	2.22851922277e-10	3	21068333	21501666	7453.559925
13	32480000	32490000	13	32880000	32890000	255,255,0	83	29.0377	27.6813	32.7912	34.091	1.21289599603e-10	1.03142078373e-10	2.43194518893e-06	2.66895088333e-06	3	32485000	32885000	10000.0
12	109270000	109280000	12	109530000	109540000	255,255,0	83	44.7507	39.4676	45.3795	48.8311	0.0023009213986	0.00241167895685	0.00341435657654	0.00342426498939	1	109275000	109535000	0
11	12340000	12350000	11	12910000	12920000	255,255,0	83	32.6168	29.5708	32.0924	40.9178	1.52512506773e-06	1.03142078373e-10	2.43194518893e-06	0.00342426498939	3	12348333	12918333	7453.559925
11	63240000	63250000	11	63500000	63510000	255,255,0	83	30.9574	29.2383	35.0376	34.0978	1.52512506773e-06	1.03142078373e-10	2.43194518893e-06	2.66895088333e-06	2	63245000	63500000	5000.0
11	130080000	130090000	11	130730000	130740000	255,255,0	83	21.7002	27.3121	35.3949	29.7881	1.35593968224e-15	1.03142078373e-10	2.43194518893e-06	2.22851922277e-10	4	130080000	130740000	7071.06781187
10	61380000	61390000	10	61790000	61800000	255,255,0	83	28.8143	25.2103	30.5584	24.9097	1.21289599603e-10	1.03142078373e-10	1.85567069458e-10	2.22851922277e-10	2	61385000	61790000	5000.0
10	95310000	95320000	10	95570000	95580000	255,255,0	83	33.4781	33.6122	44.862	32.6775	1.52512506773e-06	1.38383292046e-06	0.00341435657654	2.66895088333e-06	1	95315000	95575000	0
9	4760000	4770000	9	5590000	5600000	255,255,0	83	27.4179	33.2467	35.6153	40.1313	1.21289599603e-10	1.38383292046e-06	2.43194518893e-06	0.00342426498939	2	4760000	5595000	5000.0
9	14460000	14470000	9	14760000	14770000	255,255,0	83	31.8342	32.8342	33.8526	39.3165	1.52512506773e-06	1.38383292046e-06	2.43194518893e-06	0.00342426498939	1	14465000	14765000	0
9	21230000	21240000	9	21320000	21330000	255,255,0	83	46.7423	45.5659	41.6518	46.6787	0.0023009213986	0.00241167895685	0.00341435657654	0.00342426498939	1	21235000	21325000	0
8	81520000	81530000	8	81890000	81900000	255,255,0	83	31.9354	27.8631	32.9555	35.0557	1.52512506773e-06	1.03142078373e-10	2.43194518893e-06	2.66895088333e-06	6	81525000	81900000	11180.3398875
8	82180000	82190000	8	82420000	82430000	255,255,0	83	27.8442	27.6438	38.8746	31.468	1.21289599603e-10	1.03142078373e-10	0.00341435657654	2.66895088333e-06	2	82175000	82435000	14142.1356237
8	91010000	91020000	8	91580000	91590000	255,255,0	83	28.4063	28.8376	37.5143	30.8605	1.21289599603e-10	1.03142078373e-10	2.43194518893e-06	2.22851922277e-10	1	91015000	91585000	0
8	95000000	95010000	8	95360000	95370000	255,255,0	83	41.4717	32.835	38.7948	34.7472	0.0023009213986	1.38383292046e-06	2.43194518893e-06	2.66895088333e-06	1	95005000	95365000	0
8	95820000	95830000	8	96250000	96260000	255,255,0	83	28.6191	31.2891	38.7674	37.3195	1.21289599603e-10	1.38383292046e-06	2.43194518893e-06	2.66895088333e-06	2	95825000	96260000	5000.0
8	102130000	102140000	8	102310000	102320000	255,255,0	83	44.264	40.7405	40.9557	48.0233	0.0023009213986	0.00241167895685	0.00341435657654	0.00342426498939	1	102135000	102315000	0
8	119750000	119760000	8	120080000	120090000	255,255,0	83	37.5152	31.6046	42.0947	36.0392	1.52512506773e-06	1.38383292046e-06	0.00341435657654	2.66895088333e-06	1	119755000	120085000	0
7	90080000	90090000	7	90250000	90260000	255,255,0	83	35.3751	32.6826	43.9273	32.6967	1.52512506773e-06	1.38383292046e-06	0.00341435657654	2.66895088333e-06	1	90085000	90255000	0
6	107010000	107020000	6	107310000	107320000	255,255,0	83	36.1593	32.2792	28.2009	46.4988	1.52512506773e-06	1.38383292046e-06	1.85567069458e-10	0.00342426498939	6	107041666	107316666	26718.6992365
6	149070000	149080000	6	149260000	149270000	255,255,0	83	37.6095	41.0326	42.0629	46.5885	1.52512506773e-06	0.00241167895685	0.00341435657654	0.00342426498939	1	149075000	149265000	0
5	58680000	58690000	5	58960000	58970000	255,255,0	83	27.0784	29.8855	37.6228	36.1714	1.21289599603e-10	1.03142078373e-10	2.43194518893e-06	2.66895088333e-06	2	58690000	58970000	7071.06781187
5	89730000	89740000	5	89830000	89840000	255,255,0	83	46.3998	43.3261	43.2749	47.8268	0.0023009213986	0.00241167895685	0.00341435657654	0.00342426498939	1	89735000	89835000	0
5	112710000	112720000	5	112840000	112850000	255,255,0	83	43.7369	41.0922	46.3579	46.1258	0.0023009213986	0.00241167895685	0.00341435657654	0.00342426498939	1	112715000	112845000	0
5	127090000	127100000	5	127530000	127540000	255,255,0	83	34.7309	35.4919	37.0533	46.7555	1.52512506773e-06	1.38383292046e-06	2.43194518893e-06	0.00342426498939	1	127095000	127535000	0
5	173040000	173050000	5	173740000	173750000	255,255,0	83	23.4084	24.8229	28.2384	27.5094	1.35593968224e-15	1.03142078373e-10	1.85567069458e-10	2.22851922277e-10	4	173047500	173735000	10307.764064
4	10550000	10560000	4	11420000	11430000	255,255,0	83	37.5438	31.8417	30.7494	46.8318	1.52512506773e-06	1.38383292046e-06	1.85567069458e-10	0.00342426498939	1	10555000	11425000	0
4	113550000	113560000	4	113850000	113860000	255,255,0	83	33.2831	35.2579	39.184	41.2313	1.52512506773e-06	1.38383292046e-06	0.00341435657654	0.00342426498939	3	113558333	113858333	7453.559925
3	24030000	24040000	3	24270000	24280000	255,255,0	83	36.2838	32.0383	39.6255	38.4081	1.52512506773e-06	1.38383292046e-06	0.00341435657654	2.66895088333e-06	6	24043333	24281666	13437.0962472
3	25680000	25690000	3	25930000	25940000	255,255,0	83	40.2765	35.0709	46.7845	35.7309	0.0023009213986	1.38383292046e-06	0.00341435657654	2.66895088333e-06	1	25685000	25935000	0
3	119960000	119970000	3	120270000	120280000	255,255,0	83	37.1996	32.0142	39.3224	30.8974	1.52512506773e-06	1.38383292046e-06	0.00341435657654	2.22851922277e-10	2	119960000	120275000	5000.0
3	148670000	148680000	3	148830000	148840000	255,255,0	83	46.9729	38.8334	44.4849	41.7418	0.0023009213986	1.38383292046e-06	0.00341435657654	0.00342426498939	1	148675000	148835000	0
3	160430000	160440000	3	160650000	160660000	255,255,0	83	35.8374	36.3353	38.1097	47.1996	1.52512506773e-06	1.38383292046e-06	2.43194518893e-06	0.00342426498939	4	160425000	160657500	10307.764064
2	11260000	11270000	2	11720000	11730000	255,255,0	83	35.4719	34.0887	36.9445	42.1769	1.52512506773e-06	1.38383292046e-06	2.43194518893e-06	0.00342426498939	5	11273000	11721000	12649.1106407
2	18030000	18040000	2	18330000	18340000	255,255,0	83	31.6612	29.2587	41.2485	27.6586	1.52512506773e-06	1.03142078373e-10	0.00341435657654	2.22851922277e-10	1	18035000	18335000	0
2	58130000	58140000	2	58460000	58470000	255,255,0	83	40.548	38.9936	44.0964	41.4524	0.0023009213986	0.00241167895685	0.00341435657654	0.00342426498939	1	58135000	58465000	0
2	119630000	119640000	2	119930000	119940000	255,255,0	83	39.1119	35.9772	44.9829	38.3003	0.0023009213986	1.38383292046e-06	0.00341435657654	2.66895088333e-06	2	119640000	119935000	5000.0
2	182610000	182620000	2	182820000	182830000	255,255,0	83	32.1432	31.3798	39.4587	30.5877	1.52512506773e-06	1.38383292046e-06	0.00341435657654	2.22851922277e-10	1	182615000	182825000	0
2	198660000	198670000	2	199160000	199170000	255,255,0	83	28.8752	23.5045	27.4462	29.6453	1.21289599603e-10	1.35368588484e-15	1.85567069458e-10	2.22851922277e-10	5	198667000	199161000	12649.1106407
1	36560000	36570000	1	36880000	36890000	255,255,0	83	45.6223	38.4376	44.1866	47.9435	0.0023009213986	1.38383292046e-06	0.00341435657654	0.00342426498939	1	36565000	36885000	0
X	129680000	129690000	X	130040000	130050000	255,255,0	83	30.2418	29.0925	32.603	40.0632	1.21289599603e-10	1.03142078373e-10	2.43194518893e-06	0.00342426498939	3	129681666	130048333	7453.559925
22	21800000	21810000	22	22000000	22010000	255,255,0	82	45.3384	44.8949	42.7435	32.1456	0.00352524292307	0.00369247939791	0.005174057301	5.02891935305e-06	1	21805000	22005000	0
21	32710000	32720000	21	32930000	32940000	255,255,0	82	37.9424	42.4825	43.612	48.2083	2.91663469451e-06	0.00369247939791	0.005174057301	0.00522289702986	1	32715000	32935000	0
19	6210000	6220000	19	6300000	6310000	255,255,0	82	40.0181	44.8617	48.0835	46.0111	0.00352524292307	0.00369247939791	0.005174057301	0.00522289702986	1	6215000	6305000	0
17	46100000	46110000	17	46670000	46680000	255,255,0	82	30.9702	37.0361	38.8229	43.7655	2.91663469451e-06	2.67159169521e-06	4.62640098552e-06	0.00522289702986	2	46105000	46685000	10000.0
17	55320000	55330000	17	55740000	55750000	255,255,0	82	33.4759	41.3383	45.714	45.2635	2.91663469451e-06	0.00369247939791	0.005174057301	0.00522289702986	1	55325000	55745000	0
17	75540000	75550000	17	76000000	76010000	255,255,0	82	34.8496	34.7843	38.1222	41.377	2.91663469451e-06	2.67159169521e-06	4.62640098552e-06	0.00522289702986	4	75540000	76005000	11180.3398875
17	76100000	76110000	17	76410000	76420000	255,255,0	82	37.7545	38.516	42.1779	43.2829	2.91663469451e-06	2.67159169521e-06	0.005174057301	0.00522289702986	1	76105000	76415000	0
16	86370000	86380000	16	86550000	86560000	255,255,0	82	40.3996	37.2707	38.5752	43.0415	0.00352524292307	2.67159169521e-06	4.62640098552e-06	0.00522289702986	1	86375000	86555000	0
15	55510000	55520000	15	55720000	55730000	255,255,0	82	31.9895	32.9959	37.0713	40.1907	2.91663469451e-06	2.67159169521e-06	4.62640098552e-06	0.00522289702986	4	55510000	55727500	13462.9120178
14	60430000	60440000	14	60630000	60640000	255,255,0	82	28.0466	31.5548	35.5187	39.0558	2.91978665654e-10	2.67159169521e-06	4.62640098552e-06	0.00522289702986	4	60432500	60642500	12747.548784
14	71600000	71610000	14	71870000	71880000	255,255,0	82	32.7389	34.9646	47.3451	34.0649	2.91663469451e-06	2.67159169521e-06	0.005174057301	5.02891935305e-06	1	71605000	71875000	0
12	47420000	47430000	12	47690000	47700000	255,255,0	82	33.9752	33.4458	35.4707	37.9507	2.91663469451e-06	2.67159169521e-06	4.62640098552e-06	5.02891935305e-06	1	47425000	47695000	0
11	92970000	92980000	11	93270000	93280000	255,255,0	82	34.3369	37.8257	45.1281	42.3651	2.91663469451e-06	2.67159169521e-06	0.005174057301	0.00522289702986	3	92971666	93278333	7453.559925
10	22290000	22300000	10	22600000	22610000	255,255,0	82	37.3308	37.18	48.1032	36.5779	2.91663469451e-06	2.67159169521e-06	0.005174057301	5.02891935305e-06	1	22295000	22605000	0
10	32470000	32480000	10	32650000	32660000	255,255,0	82	34.2547	30.8602	30.2517	41.5597	2.91663469451e-06	2.4903390626e-10	4.4681624143e-10	0.00522289702986	1	32475000	32655000	0
9	89100000	89110000	9	89930000	89940000	255,255,0	82	30.0554	32.3205	34.7326	43.419	2.91978665654e-10	2.67159169521e-06	4.62640098552e-06	0.00522289702986	2	89105000	89940000	5000.0
9	118920000	118930000	9	119330000	119340000	255,255,0	82	26.3258	28.9185	34.9226	34.2503	2.91978665654e-10	2.4903390626e-10	4.62640098552e-06	5.02891935305e-06	3	118925000	119335000	10000.0
9	124880000	124890000	9	125210000	125220000	255,255,0	82	33.5937	32.1044	35.9345	39.3503	2.91663469451e-06	2.67159169521e-06	4.62640098552e-06	0.00522289702986	3	124881666	125215000	16666.6666667
8	9900000	9910000	8	10130000	10140000	255,255,0	82	29.6847	33.1683	42.13	34.9308	2.91978665654e-10	2.67159169521e-06	0.005174057301	5.02891935305e-06	3	9898333	10138333	7453.559925
8	17580000	17590000	8	17720000	17730000	255,255,0	82	27.5065	32.547	46.125	31.6875	2.91978665654e-10	2.67159169521e-06	0.005174057301	5.02891935305e-06	1	17585000	17725000	0
6	790000	800000	6	1380000	1390000	255,255,0	82	31.7023	31.6059	37.9067	35.7995	2.91663469451e-06	2.67159169521e-06	4.62640098552e-06	5.02891935305e-06	3	805000	1385000	10000.0
6	3120000	3130000	6	3730000	3740000	255,255,0	82	31.286	28.0456	29.9959	34.4739	2.91663469451e-06	2.4903390626e-10	4.4681624143e-10	5.02891935305e-06	3	3135000	3735000	10000.0
6	45390000	45400000	6	45680000	45690000	255,255,0	82	42.4431	41.9839	44.5435	48.5433	0.00352524292307	0.00369247939791	0.005174057301	0.00522289702986	1	45395000	45685000	0
6	87840000	87850000	6	88100000	88110000	255,255,0	82	30.6507	38.2382	47.7119	40.9117	2.91978665654e-10	2.67159169521e-06	0.005174057301	0.00522289702986	3	87848333	88098333	13743.6854187
6	97060000	97070000	6	97340000	97350000	255,255,0	82	39.8282	38.0992	43.8135	44.2454	0.00352524292307	2.67159169521e-06	0.005174057301	0.00522289702986	2	97070000	97345000	5000.0
5	80800000	80810000	5	81040000	81050000	255,255,0	82	46.5313	42.0429	46.441	45.5052	0.00352524292307	0.00369247939791	0.005174057301	0.00522289702986	1	80805000	81045000	0
5	147670000	147680000	5	147750000	147760000	255,255,0	82	46.9033	44.6899	48.4803	44.0157	0.00352524292307	0.00369247939791	0.005174057301	0.00522289702986	1	147675000	147755000	0
5	150820000	150830000	5	151120000	151130000	255,255,0	82	35.6144	30.898	38.1391	35.9434	2.91663469451e-06	2.4903390626e-10	4.62640098552e-06	5.02891935305e-06	2	150825000	151120000	5000.0
4	25440000	25450000	4	25760000	25770000	255,255,0	82	31.4003	32.2782	42.6092	34.0906	2.91663469451e-06	2.67159169521e-06	0.005174057301	5.02891935305e-06	3	25441666	25768333	7453.559925
4	38760000	38770000	4	39040000	39050000	255,255,0	82	39.4737	35.1455	42.9525	39.924	0.00352524292307	2.67159169521e-06	0.005174057301	0.00522289702986	1	38765000	39045000	0
4	139950000	139960000	4	140220000	140230000	255,255,0	82	45.9839	42.3611	47.4689	44.6982	0.00352524292307	0.00369247939791	0.005174057301	0.00522289702986	1	139955000	140225000	0
4	141280000	141290000	4	141530000	141540000	255,255,0	82	33.7124	35.5183	42.6841	43.327	2.91663469451e-06	2.67159169521e-06	0.005174057301	0.00522289702986	4	141282500	141532500	12747.548784
3	120140000	120150000	3	120270000	120280000	255,255,0	82	47.96	40.8938	42.0004	43.155	0.00352524292307	0.00369247939791	0.005174057301	0.00522289702986	1	120145000	120275000	0
3	176590000	176600000	3	176650000	176660000	255,255,0	82	45.0177	43.4793	47.549	43.5332	0.00352524292307	0.00369247939791	0.005174057301	0.00522289702986	1	176595000	176655000	0
2	31080000	31090000	2	31390000	31400000	255,255,0	82	44.1986	40.8014	47.2977	42.6376	0.00352524292307	0.00369247939791	0.005174057301	0.00522289702986	2	31085000	31390000	5000.0
2	84250000	84260000	2	84530000	84540000	255,255,0	82	28.5071	26.9371	28.1893	31.154	2.91978665654e-10	2.4903390626e-10	4.4681624143e-10	5.02891935305e-06	3	84255000	84535000	10000.0
2	118980000	118990000	2	119610000	119620000	255,255,0	82	29.2126	28.2639	29.8946	40.8898	2.91978665654e-10	2.4903390626e-10	4.4681624143e-10	0.00522289702986	7	118976428	119612142	15452.3626091
2	127950000	127960000	2	128230000	128240000	255,255,0	82	38.976	36.4067	42.9726	42.0296	0.00352524292307	2.67159169521e-06	0.005174057301	0.00522289702986	1	127955000	128235000	0
2	177520000	177530000	2	178010000	178020000	255,255,0	82	41.3926	29.2673	32.9551	44.5317	0.00352524292307	2.4903390626e-10	4.62640098552e-06	0.00522289702986	2	177520000	178015000	5000.0
2	207550000	207560000	2	207640000	207650000	255,255,0	82	40.6453	37.5216	38.303	39.4969	0.00352524292307	2.67159169521e-06	4.62640098552e-06	0.00522289702986	1	207555000	207645000	0
2	215880000	215890000	2	216130000	216140000	255,255,0	82	37.1792	36.6375	38.6096	46.0582	2.91663469451e-06	2.67159169521e-06	4.62640098552e-06	0.00522289702986	1	215885000	216135000	0
2	221550000	221560000	2	222430000	222440000	255,255,0	82	20.2698	24.3928	27.4822	28.0973	4.22297209774e-15	4.24741514978e-15	4.4681624143e-10	5.35428481328e-10	4	221550000	222440000	7071.06781187
2	230660000	230670000	2	230770000	230780000	255,255,0	82	48.1509	42.3365	47.4107	44.949	0.00352524292307	0.00369247939791	0.005174057301	0.00522289702986	2	230665000	230780000	5000.0
1	20700000	20710000	1	20810000	20820000	255,255,0	82	39.4327	40.512	43.27	47.7073	0.00352524292307	0.00369247939791	0.005174057301	0.00522289702986	1	20705000	20815000	0
1	50830000	50840000	1	51070000	51080000	255,255,0	82	27.8741	25.3843	34.2726	26.9802	2.91978665654e-10	2.4903390626e-10	4.62640098552e-06	5.35428481328e-10	2	50835000	51070000	5000.0
1	94950000	94960000	1	95270000	95280000	255,255,0	82	34.6317	28.8409	28.5341	42.0723	2.91663469451e-06	2.4903390626e-10	4.4681624143e-10	0.00522289702986	3	94951666	95271666	7453.559925
1	175000000	175010000	1	175290000	175300000	255,255,0	82	37.2827	32.8712	40.323	37.0086	2.91663469451e-06	2.67159169521e-06	0.005174057301	5.02891935305e-06	1	175005000	175295000	0
1	224700000	224710000	1	225110000	225120000	255,255,0	82	40.1547	31.7721	40.1843	33.9993	0.00352524292307	2.67159169521e-06	0.005174057301	5.02891935305e-06	3	224701666	225111666	7453.55992499
X	13520000	13530000	X	14040000	14050000	255,255,0	82	23.5294	18.2389	22.1071	22.4627	4.22297209774e-15	9.18191031331e-21	5.29671668016e-15	5.39162638985e-15	6	13533333	14048333	13437.0962472
X	40510000	40520000	X	40970000	40980000	255,255,0	82	32.9697	34.4785	41.8543	36.6259	2.91663469451e-06	2.67159169521e-06	0.005174057301	5.02891935305e-06	2	40510000	40975000	5000.0
X	135790000	135800000	X	136000000	136010000	255,255,0	82	44.9707	34.2951	37.694	43.3943	0.00352524292307	2.67159169521e-06	4.62640098552e-06	0.00522289702986	4	135792500	136005000	10307.764064
X	136020000	136030000	X	136130000	136140000	255,255,0	82	45.2213	37.8486	35.9316	40.9161	0.00352524292307	2.67159169521e-06	4.62640098552e-06	0.00522289702986	1	136025000	136135000	0
X	149940000	149950000	X	150170000	150180000	255,255,0	82	36.0426	36.1499	47.4614	32.6859	2.91663469451e-06	2.67159169521e-06	0.005174057301	5.02891935305e-06	4	149945000	150160000	15000.0
22	30500000	30510000	22	30780000	30790000	255,255,0	81	28.8143	27.5762	35.2236	29.5051	6.94280040962e-10	6.06857708576e-10	8.76250252416e-06	1.23360147262e-09	3	30508333	30781666	7453.559925
20	3030000	3040000	20	3290000	3300000	255,255,0	81	37.8379	32.4842	34.7402	33.1573	5.54269606782e-06	5.04253687989e-06	8.76250252416e-06	9.46767283309e-06	1	3035000	3295000	0
20	31490000	31500000	20	31880000	31890000	255,255,0	81	36.5287	37.5253	44.2646	41.9738	5.54269606782e-06	5.04253687989e-06	0.00776399455653	0.00783579204466	3	31488333	31881666	7453.559925
20	39360000	39370000	20	39590000	39600000	255,255,0	81	47.6107	35.0067	36.5322	42.9251	0.00529915155143	5.04253687989e-06	8.76250252416e-06	0.00783579204466	1	39365000	39595000	0
17	55210000	55220000	17	55910000	55920000	255,255,0	81	38.144	28.5917	34.3671	30.3234	5.54269606782e-06	6.06857708576e-10	8.76250252416e-06	1.23360147262e-09	1	55215000	55915000	0
17	72650000	72660000	17	72860000	72870000	255,255,0	81	41.5607	39.437	44.9879	40.8805	0.00529915155143	0.00565868790935	0.00776399455653	0.00783579204466	2	72655000	72855000	10000.0
16	55980000	55990000	16	56350000	56360000	255,255,0	81	34.422	31.9831	36.5186	37.3387	5.54269606782e-06	5.04253687989e-06	8.76250252416e-06	9.46767283309e-06	2	55980000	56355000	5000.0
15	68540000	68550000	15	68670000	68680000	255,255,0	81	36.0102	33.7028	41.8772	39.7791	5.54269606782e-06	5.04253687989e-06	0.00776399455653	0.00783579204466	2	68545000	68680000	5000.0
15	71730000	71740000	15	71940000	71950000	255,255,0	81	43.7102	44.5163	45.9233	47.7186	0.00529915155143	0.00565868790935	0.00776399455653	0.00783579204466	1	71735000	71945000	0
14	102170000	102180000	14	102410000	102420000	255,255,0	81	44.1485	35.5559	44.6797	39.8827	0.00529915155143	5.04253687989e-06	0.00776399455653	0.00783579204466	1	102175000	102415000	0
13	50550000	50560000	13	51370000	51380000	255,255,0	81	20.8181	26.1107	30.1667	31.6166	1.27610525099e-14	6.06857708576e-10	1.104090891e-09	9.46767283309e-06	4	50555000	51377500	10307.764064
13	95840000	95850000	13	96130000	96140000	255,255,0	81	32.5368	33.3723	43.5451	35.0794	5.54269606782e-06	5.04253687989e-06	0.00776399455653	9.46767283309e-06	2	95840000	96135000	5000.0
12	8830000	8840000	12	9190000	9200000	255,255,0	81	27.9775	30.4079	32.5066	36.1614	6.94280040962e-10	6.06857708576e-10	8.76250252416e-06	9.46767283309e-06	5	8829000	9195000	14000.0
12	22620000	22630000	12	22780000	22790000	255,255,0	81	35.9656	36.0961	38.1996	47.3412	5.54269606782e-06	5.04253687989e-06	8.76250252416e-06	0.00783579204466	1	22625000	22785000	0
12	53600000	53610000	12	53820000	53830000	255,255,0	81	39.1858	44.1902	48.5556	44.9012	0.00529915155143	0.00565868790935	0.00776399455653	0.00783579204466	1	53605000	53825000	0
12	92200000	92210000	12	92520000	92530000	255,255,0	81	36.8894	37.966	41.8468	47.6788	5.54269606782e-06	5.04253687989e-06	0.00776399455653	0.00783579204466	2	92205000	92530000	5000.0
12	101800000	101810000	12	102150000	102160000	255,255,0	81	33.3404	28.9567	44.2512	31.3717	5.54269606782e-06	6.06857708576e-10	0.00776399455653	9.46767283309e-06	2	101800000	102150000	7071.06781187
12	108380000	108390000	12	108590000	108600000	255,255,0	81	43.6723	44.3701	46.4751	47.5504	0.00529915155143	0.00565868790935	0.00776399455653	0.00783579204466	2	108385000	108590000	5000.0
12	117800000	117810000	12	118270000	118280000	255,255,0	81	22.6414	22.5638	23.0077	30.4379	1.27610525099e-14	1.29180211186e-14	1.61357139852e-14	1.23360147262e-09	2	117805000	118270000	5000.0
10	13830000	13840000	10	14210000	14220000	255,255,0	81	46.135	37.2499	43.6355	42.4987	0.00529915155143	5.04253687989e-06	0.00776399455653	0.00783579204466	1	13835000	14215000	0
10	62070000	62080000	10	62190000	62200000	255,255,0	81	42.3765	39.7953	38.9142	43.4397	0.00529915155143	0.00565868790935	0.00776399455653	0.00783579204466	1	62075000	62195000	0
9	109510000	109520000	9	109620000	109630000	255,255,0	81	42.2484	41.3647	44.7564	42.171	0.00529915155143	0.00565868790935	0.00776399455653	0.00783579204466	1	109515000	109625000	0
9	129370000	129380000	9	129540000	129550000	255,255,0	81	35.9072	30.6679	30.7646	44.1831	5.54269606782e-06	6.06857708576e-10	1.104090891e-09	0.00783579204466	1	129375000	129545000	0
8	95000000	95010000	8	95270000	95280000	255,255,0	81	39.8544	40.2803	46.5633	40.7305	0.00529915155143	0.00565868790935	0.00776399455653	0.00783579204466	1	95005000	95275000	0
7	350000	360000	7	900000	910000	255,255,0	81	30.7564	28.6617	45.1381	35.2985	6.94280040962e-10	6.06857708576e-10	0.00776399455653	9.46767283309e-06	3	361666	908333	7453.559925
7	5010000	5020000	7	5120000	5130000	255,255,0	81	35.517	37.5341	42.7007	42.0738	5.54269606782e-06	5.04253687989e-06	0.00776399455653	0.00783579204466	1	5015000	5125000	0
7	90330000	90340000	7	90670000	90680000	255,255,0	81	47.2555	40.6103	48.8154	44.9923	0.00529915155143	0.00565868790935	0.00776399455653	0.00783579204466	2	90335000	90670000	5000.0
7	128860000	128870000	7	129120000	129130000	255,255,0	81	45.2653	38.8532	43.4762	42.4162	0.00529915155143	5.04253687989e-06	0.00776399455653	0.00783579204466	3	128858333	129121666	7453.559925
5	56590000	56600000	5	57760000	57770000	255,255,0	81	23.9765	17.4588	20.9243	22.9483	1.27610525099e-14	3.60702498125e-20	1.61357139852e-14	1.65534540706e-14	3	56591666	57761666	7453.559925
5	107980000	107990000	5	108800000	108810000	255,255,0	81	46.9371	39.1822	41.7286	46.7136	0.00529915155143	0.00565868790935	0.00776399455653	0.00783579204466	2	107985000	108810000	5000.0
